name,id,genre,artist,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
But Not For Me - Vocal Version,3pfbQmD5xGH9Tcc7GqGfSL,jazz,Chet Baker,62.0,0.626,0.152,5,-14.182,0,0.0405,0.934,6.05e-05,0.12,0.545,82.174,4
I Like A Sleighride (Jingle Bells),3jheksJvnFHyorGydYuwuN,jazz,Peggy Lee,60.0,0.784,0.294,6,-14.049,1,0.041,0.801,0.0,0.153,0.778,123.525,4
"What'd I Say, Pt. 1 & 2",5yQ9iMZXGcr5rlO4hoLsP4,jazz,Ray Charles,65.0,0.54,0.681,4,-5.44,1,0.0508,0.808,0.0,0.162,0.794,88.385,1
Christmas In New Orleans,01qpzTp3NRxR9ILF3ts3xD,jazz,Louis Armstrong,62.0,0.653,0.406,2,-10.372,0,0.157,0.37,0.0,0.0676,0.523,103.715,3
Hot Hands,5yfHDmZHjMw2gLjbghG90V,jazz,Darius,66.0,0.849,0.558,10,-9.23,0,0.0437,0.0498,0.00634,0.119,0.35,109.991,3
Gary's Theme - Remastered,3f9KhpRN6mMYoVnpuozgHD,jazz,Bill Evans,61.0,0.421,0.08,7,-21.795,1,0.04,0.903,0.859,0.135,0.0546,122.044,5
Habits,3wMJQ5qeN02ljNn3lRMVka,jazz,Scott Bradlee's Postmodern Jukebox,66.0,0.548,0.364,5,-9.465,1,0.0547,0.86,0.0,0.385,0.506,116.556,4
Skating,5nP6hkDb2ZOnI4ohGGO4tY,jazz,Vince Guaraldi,56.0,0.421,0.206,0,-21.378,1,0.0371,0.835,0.665,0.105,0.602,63.265,5
Rosewood,3MOhipHFUkGpS0rV7cKrJO,jazz,Bonobo,64.0,0.757,0.637,10,-9.451,0,0.0432,0.0668,0.485,0.191,0.429,121.009,5
We Might As Well Dance,0kPWIQGElJzq2p4BxvFdai,jazz,Madeleine Peyroux,65.0,0.65,0.307,10,-12.014,0,0.0639,0.921,0.000655,0.111,0.231,89.862,4
Only You (And You Alone),0S8ibKBl3tjRmYbZhGHNhG,jazz,The Platters,67.0,0.419,0.331,3,-10.497,1,0.0293,0.932,0.0,0.102,0.322,80.647,4
The Christmas Waltz,4DV9KToOaC0khx2MqOZstE,jazz,Peggy Lee,62.0,0.253,0.166,11,-16.882,1,0.0313,0.829,0.000313,0.14,0.18,106.476,4
Nothing's Gonna Change My Love for You,0vB4Vd6PtkJSEnWsmqATnZ,jazz,George Benson,71.0,0.553,0.614,1,-5.098,1,0.0306,0.764,0.0,0.0811,0.345,136.628,4
Something's Got A Hold On Me,6EAlFsajDK1PVgfhdJbS5Y,jazz,Etta James,65.0,0.471,0.585,1,-6.105,1,0.0822,0.786,0.0,0.811,0.655,150.719,2
'Round Midnight,1wl5b2lw3YagQtZiYZbQWP,jazz,Thelonious Monk,59.0,0.542,0.32,8,-9.975,1,0.0387,0.907,0.649,0.0609,0.206,116.648,5
Naima - Mono,5cAwEKmadsW4nCYe9QUvgU,jazz,John Coltrane,60.0,0.292,0.012,10,-21.638,0,0.0393,0.905,0.164,0.0813,0.133,170.106,4
Turn Me On,7DjrC3oBl57gH13aZ7tCVo,jazz,Norah Jones,58.0,0.544,0.168,10,-10.915,1,0.0378,0.893,0.0,0.126,0.458,85.852,4
Let It Snow,6pctt0uFOGc7NxJvzwIv1x,jazz,Oscar Peterson,59.0,0.451,0.219,0,-19.671,1,0.0377,0.894,0.522,0.0996,0.469,144.206,5
PS GFY,7shSdXO7iF0H0KeIdI4D4Z,jazz,GRiZ,56.0,0.721,0.782,11,-7.212,0,0.0383,0.00209,6.74e-05,0.144,0.466,100.999,3
Smoke Gets In Your Eyes,2vSxjnyrWrtxyfzO47EX6q,jazz,The Platters,67.0,0.203,0.295,3,-11.155,1,0.0323,0.92,2.05e-06,0.173,0.285,171.222,4
Finally Moving,3WS7spXVlbeC5kjePmHMQW,jazz,Pretty Lights,60.0,0.735,0.555,1,-8.84,0,0.0366,0.382,0.856,0.0952,0.523,100.01,5
Give Me the Night,62GYoGszQfROZswLee6W3O,jazz,George Benson,67.0,0.85,0.466,1,-15.673,1,0.0555,0.314,0.0234,0.129,0.86,109.936,1
Suzy Snowflake - 78 rpm Version,2BKzknQpxWWcLVohaStAyi,jazz,Rosemary Clooney,58.0,0.702,0.131,8,-15.013,1,0.0433,0.947,0.0,0.143,0.46,130.857,4
What Am I To You?,0AMKZWRgdFfGYYTxiWrwwH,jazz,Norah Jones,65.0,0.651,0.347,0,-9.175,1,0.0341,0.694,0.0249,0.11,0.533,75.978,4
The Merriest,2hDdstWRM7fF0Tf1RZmduM,jazz,June Christy,59.0,0.543,0.275,5,-10.71,1,0.0498,0.656,0.0,0.148,0.652,148.333,4
Inspired By Ocean,7kadC66rYVfqu15KmdQndd,jazz,Living Room,63.0,0.626,0.161,5,-15.395,1,0.0394,0.757,0.912,0.146,0.429,72.004,5
Breezin',1m3BAsNsQAaSNMD2M6vlKY,jazz,George Benson,61.0,0.682,0.752,2,-9.521,1,0.0454,0.476,0.863,0.0768,0.964,81.081,5
Love by the Shore,3Eth4uBxjHksBSkAOf5SX4,jazz,Aurelius Markus Trio,63.0,0.302,0.131,7,-16.388,1,0.0363,0.975,0.849,0.171,0.053,73.536,5
Georgia On My Mind,7p6ZeiNtEHJKmc4YWBZELG,jazz,Oscar Peterson Trio,60.0,0.431,0.113,8,-24.017,1,0.049,0.976,0.903,0.107,0.127,98.99,5
Grown Man Sport,6dRj771QZr0KOQVwaB6ykM,jazz,Pete Rock,65.0,0.801,0.757,7,-8.01,1,0.316,0.478,1.32e-05,0.163,0.607,88.025,0
Danke Schoen,3H8Sn0mYsZMPPlMCbebOJ5,jazz,Wayne Newton,59.0,0.39,0.46,9,-8.711,0,0.0455,0.803,0.0,0.102,0.694,147.335,4
C Jam Blues,4aThNuFztJ15YremppiZUJ,jazz,Oscar Peterson Trio,59.0,0.47,0.308,5,-18.663,1,0.0369,0.82,0.039,0.115,0.857,115.459,4
Comin' Home Baby,71tjsDvB4EMJqNG8EMmFnb,jazz,Mel Tormé,63.0,0.632,0.368,7,-14.901,0,0.061,0.65,0.0,0.189,0.773,143.121,4
Have Yourself a Merry Little Christmas,1BMmB1L5PbedWBAFl3xf27,jazz,Judy Garland,57.0,0.286,0.0635,6,-18.507,1,0.04,0.91,6.37e-05,0.373,0.163,104.228,4
Agua De Beber,3QKJELWORZZ7rUZDWeMWSA,jazz,Astrud Gilberto,66.0,0.653,0.319,4,-17.813,0,0.0364,0.439,0.0,0.0906,0.845,147.858,4
White Christmas,3aHDEjyb4ZMpdj0G2xDGUM,jazz,Michael Bublé,76.0,0.528,0.524,0,-5.804,1,0.0513,0.55,0.0,0.0721,0.613,128.756,1
Cry Me A River,7f6AAixCrVar1ZY7RPHDfM,jazz,Julie London,65.0,0.496,0.0688,4,-14.927,0,0.0545,0.964,0.00229,0.112,0.161,119.898,4
Bag's Groove,0ZK55vvr1yrm6HXMoUhugy,jazz,Oscar Peterson Trio,61.0,0.641,0.0366,0,-26.04,1,0.0428,0.872,0.155,0.107,0.196,102.778,4
Ghostwriter,5Nn2Dj7OQsGL6pgQ9iIzPp,jazz,RJD2,63.0,0.747,0.68,1,-6.187,1,0.0346,0.0107,0.803,0.0964,0.594,93.804,5
Greensleeves,5kgh6KA7l2ynysANO2ZP8n,jazz,Vince Guaraldi Trio,55.0,0.263,0.241,5,-18.595,0,0.0317,0.888,0.806,0.206,0.474,181.38,5
I Could Write a Book,2zSnnXvex1yMcPUn4mg27H,jazz,"Harry Connick, Jr.",59.0,0.453,0.228,0,-13.907,1,0.0444,0.736,1.32e-06,0.193,0.471,127.497,4
Dech The Hall Boughs Of Holly,1ckWK9gPj5z6Ikb5gi6Xhh,jazz,The Eddie Higgins Trio,59.0,0.435,0.326,5,-11.265,1,0.0359,0.937,0.85,0.111,0.197,157.304,5
Intangible,5jU0M5C3puyWnDvrd27RSP,jazz,Coal Diamond Trio,62.0,0.423,0.116,7,-17.882,1,0.0326,0.972,0.433,0.111,0.1,81.501,4
Manhattan,6ReTCbOAUbnKKVBY0ckJMS,jazz,Blossom Dearie,60.0,0.413,0.0342,8,-26.111,1,0.0402,0.952,0.000314,0.127,0.177,102.662,4
Let It Snow! Let It Snow! Let It Snow!,4QyoccZRXcLSXfaBxGi84w,jazz,Kenny G,56.0,0.409,0.495,0,-8.69,1,0.0362,0.293,0.68,0.127,0.136,123.877,5
Strange (feat. Hillary Smith),2bPWLtJe3v33z1j40sWB8a,jazz,Kris Bowers,61.0,0.251,0.15,2,-15.076,1,0.0342,0.989,0.972,0.113,0.0727,70.453,5
Days Of Wine And Roses,1yegDiVa8d94H07ga1SLOt,jazz,Wes Montgomery,58.0,0.47,0.0296,7,-25.411,0,0.0352,0.991,0.948,0.0976,0.184,89.408,5
I Wish You Love,7moJWeYfMTr7iWgSHvwF7Y,jazz,Nancy Wilson,64.0,0.659,0.248,10,-11.169,0,0.0573,0.861,0.0,0.19,0.647,115.118,4
"Let It Snow, Let It Snow, Let It Snow",1K93g8bSNLo3sBqhFd3FkS,jazz,"Harry Connick, Jr.",55.0,0.469,0.268,3,-11.887,1,0.047,0.763,0.0,0.294,0.424,135.177,4
It's Beginning to Look a Lot Like Christmas,70y9Vle659GH7TI0w6RraH,jazz,"Harry Connick, Jr.",58.0,0.581,0.387,0,-9.239,0,0.0591,0.308,6.34e-06,0.241,0.747,127.718,3
September,3wpLkju0bJy89kjgdRys0j,jazz,"Earth, Wind & Fire",64.0,0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,1
Morning Sun,7aoJg1wQEqMx1t875H5fww,jazz,Melody Gardot,66.0,0.514,0.261,1,-14.968,1,0.0436,0.764,0.128,0.0911,0.201,134.811,4
Santa Claus Is Coming To Town,4QFV8KtVhzDsDvNcH4sUkr,jazz,Ella Fitzgerald,60.0,0.573,0.51,8,-6.857,1,0.0852,0.815,0.0,0.141,0.896,79.943,1
Day Dreaming,7L4G39PVgMfaeHRyi1ML7y,jazz,Aretha Franklin,61.0,0.463,0.273,0,-15.364,0,0.074,0.907,0.000367,0.101,0.293,146.426,4
For All We Know,086RZ0U22i29HR5bj0sWSB,jazz,Ahmad Jamal,57.0,0.597,0.126,0,-20.31,1,0.0359,0.932,0.922,0.17,0.203,79.611,5
Misty,7gHFBNy0Qn86xGKJ9OdFTw,jazz,Sarah Vaughan,65.0,0.224,0.214,2,-14.455,0,0.0348,0.976,0.00094,0.367,0.14,83.906,4
Carol of the Bells,0aMkS3yNwY1wYgvsQTj7ZB,jazz,Aubrey Logan,59.0,0.462,0.529,0,-9.173,0,0.125,0.814,0.00196,0.0966,0.228,69.479,4
Into Each Life Some Rain Must Fall - Single Version,70Hl6QYIJGmrR7NBl666Y6,jazz,The Ink Spots,61.0,0.648,0.123,0,-14.812,1,0.0602,0.987,0.117,0.1,0.496,65.795,4
Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood),2HyPrPSANTIPkR6CfiytwY,jazz,Doris Day,63.0,0.386,0.125,0,-17.695,1,0.0394,0.921,6.42e-06,0.0919,0.254,147.721,4
Sleigh Ride,4h388oFro3DjMkGlBmX3SU,jazz,Kenny G,55.0,0.569,0.727,2,-8.115,1,0.0311,0.124,0.774,0.135,0.66,112.232,5
Scenario - LP Mix,0301nLjG0ti26rx5ZmfqtP,jazz,A Tribe Called Quest,62.0,0.795,0.6,2,-14.004,1,0.341,0.112,0.000171,0.111,0.633,101.78,0
Travelin' Man - Remastered,1sM0yZDxUhPQhkDh2CLd6l,jazz,Ricky Nelson,61.0,0.723,0.44,2,-10.536,1,0.0319,0.667,0.0,0.128,0.843,123.217,4
I'll Be Home for Christmas,7dfN7KxBMzbHcdAwDf2PAa,jazz,Doris Day,63.0,0.163,0.183,6,-17.325,1,0.0344,0.955,0.0881,0.211,0.104,80.755,4
Polka Dots And Moonbeams,2M3laSC4qeLl9tWxDEzF4T,jazz,Wes Montgomery,56.0,0.53,0.114,7,-18.069,1,0.0475,0.991,0.902,0.137,0.369,92.249,5
Christmas Calling (Jolly Jones),53oBX4dx0KGxIaAWCFSjks,jazz,Norah Jones,62.0,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,2
Old Cape Cod,2ZD42YPLXtzoGlRH51zViF,jazz,Patti Page,60.0,0.374,0.187,4,-13.563,1,0.0368,0.935,0.0,0.175,0.297,99.441,4
Don't Open Your Eyes,7df0Uedn5GeMUWObiYxqFe,jazz,Vendla,63.0,0.516,0.274,11,-13.807,0,0.0337,0.978,0.366,0.118,0.262,111.585,4
Almost Like Being In Love,6CDQBADsdzJwc3qZ3OPDHH,jazz,Red Garland,61.0,0.561,0.346,0,-12.596,0,0.0409,0.873,0.399,0.104,0.697,93.689,4
A Day In The Life,5FBf12F4ry9TXoZAvISu6F,jazz,Wes Montgomery,60.0,0.483,0.364,9,-10.78,0,0.0265,0.564,0.299,0.0542,0.349,98.445,4
Watermelon Man,2zQl59dZMzwhrmeSBEgiXY,jazz,Herbie Hancock,59.0,0.724,0.414,1,-11.19,1,0.0588,0.262,0.111,0.0785,0.719,146.939,1
Luchini AKA This Is It,20DcrlNK0NcRknbX4wcEO4,jazz,Camp Lo,60.0,0.721,0.949,6,-5.685,1,0.278,0.0495,0.0,0.327,0.835,83.028,0
Hark! The Herald Angels Sing,7Ezy3sFFAS3kJntqZTWpXz,jazz,Manuel Valera,58.0,0.396,0.0295,7,-24.385,1,0.0451,0.986,0.938,0.111,0.155,67.077,5
It's Beginning to Look a Lot like Christmas,1rv46mRwDqMEhOBZ7vODg3,jazz,Michael Bublé,83.0,0.331,0.223,4,-11.274,1,0.0338,0.88,5.92e-06,0.343,0.355,92.896,4
The Christmas Song,2XqgME4XYGaXXxMDrRlIUu,jazz,Vince Guaraldi,55.0,0.322,0.0663,10,-24.097,1,0.0413,0.994,0.921,0.123,0.182,174.507,5
"Hallelujah, I Love Her So",5P11rW6aJErF37MTfRZS31,jazz,Ray Charles,65.0,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,3
Georgia on My Mind - Original Master Recording,47mA6f44zxLtdATOoY7GjN,jazz,Ray Charles,60.0,0.138,0.399,7,-8.756,1,0.0311,0.782,3.65e-06,0.188,0.296,179.93,4
I Believe in Father Christmas,4S36zp205iV0nbgHLVqRK7,jazz,Keith Emerson,71.0,0.309,0.457,2,-8.326,1,0.0314,0.396,0.0,0.0567,0.587,111.138,4
Christmas Don't Be Late,4EUgNt34cAvEwYEgoPvsRE,jazz,Norah Jones,57.0,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-05,0.108,0.265,66.377,4
I Wish I Knew How It Would Feel to Be Free,5CKHhg31HcYYhwUeeGqvhq,jazz,Nina Simone,65.0,0.687,0.51,10,-8.501,1,0.076,0.745,0.0,0.117,0.666,122.253,4
That's the Way of the World,4BNhasx75KbS10jHq3VZTz,jazz,"Earth, Wind & Fire",59.0,0.586,0.552,1,-11.153,1,0.0488,0.593,0.00101,0.31,0.732,82.0,4
The Very Thought Of You,5m07y0cB4u7D5gzZOBU5sW,jazz,Red Garland,57.0,0.569,0.137,0,-13.429,0,0.0409,0.962,0.921,0.113,0.113,61.262,5
Santa Claus Is Comin' to Town,3nx7GD0euHYrWLzz1FJvcL,jazz,Gabriel Latchin Trio,58.0,0.624,0.243,7,-15.236,0,0.0356,0.944,0.822,0.0949,0.432,122.045,5
Crazy He Calls Me,4mQz22nF9cyWqwuErTqc6V,jazz,Billie Holiday,59.0,0.483,0.145,1,-14.423,1,0.039,0.849,3.5e-06,0.214,0.284,72.863,4
A Song for You,5spAjqC772iC2KzDvEkmSr,jazz,Donny Hathaway,63.0,0.332,0.22,5,-13.157,1,0.036,0.821,0.000205,0.245,0.0719,100.196,4
April In Paris,34zhjduFdQFhkRUJ230h9T,jazz,Billie Holiday,62.0,0.496,0.127,0,-14.211,1,0.0382,0.927,7.07e-05,0.132,0.211,74.746,4
Winter Weather (feat. Peggy Lee) - 78rpm Version,6uzEKJ8Trsm9yYvbuKu8JH,jazz,Benny Goodman,57.0,0.733,0.322,8,-13.577,1,0.0605,0.952,0.0237,0.288,0.889,153.435,4
Till There Was You - Remastered,0CczH75yFBo53bVqLRvYn4,jazz,Peggy Lee,62.0,0.674,0.195,0,-19.334,1,0.0341,0.858,5.4e-05,0.324,0.594,100.101,4
Corcovado (Quiet Nights Of Quiet Stars),4SrJyRdyHYxxkcVMQ3QkGE,jazz,Stan Getz,64.0,0.572,0.152,9,-15.658,0,0.0408,0.961,0.000432,0.136,0.339,127.497,4
Dinner is Ready,0QIlgmnJBsd6zkH9u7MEcX,jazz,Louk,60.0,0.615,0.128,5,-16.44,0,0.043,0.445,0.871,0.156,0.236,82.012,5
Winter Wonderland,6TF5NrL4KdfyIUk2Cb0wcR,jazz,Kenny G,57.0,0.468,0.456,3,-10.341,1,0.0285,0.561,0.42,0.243,0.223,103.255,5
A Love That Will Last,4bJbSERtCqK9D6DRUPMmMh,jazz,Renee Olstead,64.0,0.666,0.303,11,-11.028,0,0.0356,0.841,0.000711,0.0971,0.342,81.923,4
Stormy Weather,5PocwBP4qm33W4eQSZyVBZ,jazz,Oscar Peterson,61.0,0.621,0.197,7,-14.483,1,0.0573,0.99,0.878,0.152,0.569,120.194,5
There Will Never Be Another You,6oSm3mBWFxJHEnjE2IqhmA,jazz,Lester Young,61.0,0.588,0.0387,0,-17.944,0,0.06,0.978,0.823,0.116,0.342,83.4,5
Moon River(Vocal Audrey Hepburn),5iGleL7HpEThuuYQ3us2jh,jazz,Henry Mancini,65.0,0.39,0.0235,5,-19.695,1,0.0345,0.937,0.00128,0.099,0.155,133.403,4
"I’m Sentimental, After All",529n27BE2TPAhHMHfmlE2B,jazz,The Headliner Trio,61.0,0.63,0.103,3,-19.981,1,0.0401,0.975,0.87,0.0956,0.0951,55.941,5
C'est le printemps,10Eb23W5WGNuDHTHgq5dEh,jazz,Stacey Kent,63.0,0.51,0.25,4,-14.543,1,0.0565,0.919,0.00872,0.112,0.397,80.021,4
Never Catch Me,6CTG85NJI1Wm60pxTSRNwL,jazz,Flying Lotus,61.0,0.526,0.936,8,-4.576,1,0.263,0.316,0.000384,0.261,0.283,81.305,0
You Send Me,4VijLEUxHEzbWKYL5u9wuN,jazz,Aretha Franklin,64.0,0.512,0.303,3,-13.547,1,0.0374,0.57,0.0,0.0803,0.629,102.908,4
Chan Chan,5sbw5zIz9ck2pOEDXUR0QU,jazz,Buena Vista Social Club,71.0,0.396,0.496,2,-11.728,0,0.0356,0.833,0.00534,0.0996,0.679,165.647,4
To Love You All Over Again,4EPwpBN0t11bIxjsAI8oaF,jazz,Madeleine Peyroux,64.0,0.649,0.334,11,-11.843,1,0.0451,0.856,1.58e-05,0.216,0.412,88.79,4
Santa Baby (with Henri René & His Orchestra),3ThGDVNTPlPQ2qqc3Iv6I3,jazz,Eartha Kitt,60.0,0.72,0.157,8,-12.356,1,0.0548,0.898,0.0,0.181,0.432,84.287,4
Winter Wonderland,4hNouIhwvI8FKeEMeWEvbg,jazz,Michael Bublé,65.0,0.443,0.477,1,-5.33,1,0.0465,0.691,0.0,0.0695,0.38,123.93,4
Strange Fruit,1CTex49P0iWwzUGsMNjgaV,jazz,Billie Holiday,61.0,0.313,0.0437,6,-22.627,1,0.0315,0.989,0.148,0.209,0.0625,100.827,4
Für Elise,3Qm7nexJZTaLUulteb0jc6,jazz,Vince Guaraldi,55.0,0.372,0.0313,9,-32.7,0,0.0581,0.995,0.847,0.0917,0.781,131.592,5
San Francisco Knights,0msneWUDfYKAGrifwEDhtl,jazz,People Under The Stairs,59.0,0.749,0.839,1,-9.173,0,0.231,0.0364,0.0,0.134,0.64,87.587,0
Stompin' At The Savoy,1YwL0oRz2KmlNcO2ahQWOn,jazz,Red Garland,56.0,0.641,0.329,5,-13.487,1,0.036,0.87,0.521,0.15,0.781,107.375,5
Baltimore,39CyGKIFqMzSuynOR8uilD,jazz,Nina Simone,65.0,0.638,0.28,9,-16.516,1,0.0673,0.417,0.439,0.0611,0.734,154.955,5
Someone To Watch Over Me,5RcvlmVx2xtFcp2Ta5pw7X,jazz,Ella Fitzgerald,58.0,0.354,0.0851,7,-13.738,1,0.0345,0.99,4.49e-06,0.123,0.197,97.684,4
Where I'm From,1962ZwEY7WNQLcmYFn3eR9,jazz,Digable Planets,62.0,0.876,0.42,0,-18.246,0,0.279,0.188,0.00186,0.0668,0.706,98.304,0
For The Love (Big Wild Remix),6ADKtjBCUtkZbhZdZpnAJr,jazz,GRiZ,55.0,0.741,0.721,10,-6.369,0,0.0903,0.097,0.00618,0.26,0.548,101.022,3
I Can't Stop Loving You,79nJj5dMyTsUzKvN5jUXsJ,jazz,Ray Charles,64.0,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,4
Seven Years,39kuVkJjfRjXqUpAtkDItK,jazz,Norah Jones,63.0,0.584,0.185,7,-13.986,1,0.035,0.959,0.0072,0.105,0.376,127.151,4
Feel Like Makin' Love,7gkboYtvhuXNS4EUwmFPcw,jazz,Roberta Flack,66.0,0.681,0.264,8,-21.861,1,0.0309,0.833,0.441,0.103,0.692,93.809,4
The Look Of Love,3CDHydgW0ssTh59f0jy1y3,jazz,Diana Krall,66.0,0.58,0.299,10,-13.03,1,0.0269,0.699,0.00386,0.0805,0.364,93.037,4
Snow (with Percy Faith & His Orchestra),6EAu25LT3JAlO585PFkLhB,jazz,Rosemary Clooney,58.0,0.374,0.301,8,-8.675,1,0.0334,0.87,4.09e-06,0.133,0.346,120.791,4
It's A Lovely Day Today,5BLr7EEgi2JdKbMbYjFXas,jazz,Ella Fitzgerald,61.0,0.573,0.275,8,-10.684,1,0.0534,0.84,0.0,0.196,0.588,140.9,4
After The Rainbow,373PmakZE0FUKLRAFF0xJ1,jazz,Living Room,61.0,0.727,0.345,10,-16.003,0,0.101,0.95,0.895,0.127,0.346,140.018,5
Kukui Leaves,6tZjpENRq1dW5TokcO2LXX,jazz,Phlocalyst,61.0,0.523,0.133,9,-14.001,0,0.0395,0.933,0.888,0.0934,0.149,145.997,5
The Folks Who Live on the Hill - Live,7kSaXrHANOFv8iXgh2gvgA,jazz,Brad Mehldau,52.0,0.422,0.0793,3,-23.268,1,0.0487,0.958,0.878,0.713,0.119,139.312,5
Plus Je T'embrasse,5UiaszjisznaX77YaCgUhX,jazz,Blossom Dearie,61.0,0.619,0.11,5,-17.7,0,0.0564,0.941,0.0,0.103,0.397,137.181,4
Those Sweet Words,2MKLbFPQ3QDXpQ0KnS06Kl,jazz,Norah Jones,64.0,0.798,0.234,2,-10.699,1,0.0317,0.875,0.000626,0.134,0.403,103.152,4
We Three Kings,6Z2g3GpvZOGBzWIJw4gVNz,jazz,Dave Brubeck,57.0,0.477,0.366,5,-17.751,0,0.0347,0.492,0.0153,0.0813,0.56,140.619,4
Love You Anymore,7JEUg9KqmpdIE5Nbb9ss66,jazz,Michael Bublé,67.0,0.693,0.257,6,-7.785,1,0.0356,0.869,0.0,0.11,0.603,90.012,4
Autumn In New York,6o5RbQYhmF4yRRw7ZArxGL,jazz,Billie Holiday,57.0,0.587,0.098,10,-15.196,0,0.0607,0.958,7e-06,0.114,0.288,71.523,4
Cliffs Of Dover - Instrumental,5qm0KiVKMXW1kq6VrnIhz5,jazz,Eric Johnson,62.0,0.449,0.775,7,-12.029,1,0.0405,0.162,0.149,0.248,0.313,94.907,1
What Is There To Say?,5l0TSFftfKMk7FF84EO7FO,jazz,Bill Evans,55.0,0.45,0.0533,3,-19.282,1,0.0357,0.973,0.829,0.181,0.098,104.326,5
Stairway To The Stars,6xBtTWnSfYM47KvLuEn88b,jazz,Bill Evans Trio,57.0,0.467,0.197,5,-15.347,1,0.0356,0.896,0.49,0.112,0.0892,116.945,5
Stompin At The Savoy,1xUJ1mdLAysxNBtO9w3J2g,jazz,Benny Goodman,59.0,0.525,0.222,10,-11.065,0,0.0373,0.836,0.0799,0.051,0.645,156.364,4
Christmas Time Is Here,1f9WJ3jehvcxTK5OTTYiOO,jazz,Diana Krall,54.0,0.341,0.0366,6,-19.245,0,0.0329,0.935,0.000109,0.11,0.0502,72.863,4
O Christmas Tree,5CFwvOK9ftDiEkkpTppK5A,jazz,Vince Guaraldi,57.0,0.352,0.0186,2,-32.04,1,0.0377,0.993,0.923,0.115,0.208,81.076,5
Unchained Melody,4Fook83HYnB77YeERLExXB,jazz,Norah Jones,63.0,0.422,0.262,2,-12.404,1,0.0309,0.887,0.794,0.168,0.201,102.48,5
For All We Know,6GE5NlqY4yH8IRNR9lI713,jazz,Hudson Harris & Haim,62.0,0.316,0.085,5,-20.584,0,0.0355,0.971,0.821,0.106,0.116,59.622,5
Creep,3AOcpwgy3V2Fwg7B8PZfKl,jazz,Scott Bradlee's Postmodern Jukebox,62.0,0.292,0.359,5,-9.043,1,0.0328,0.697,1.85e-05,0.108,0.228,177.334,4
Christmas Night In Harlem - Single Version,31no7geEDHx9GeLosw5Vhd,jazz,Louis Armstrong,57.0,0.543,0.36,7,-9.177,1,0.179,0.727,0.0,0.228,0.595,149.431,4
"Whatever Will Be, Will Be (Que Sera, Sera) (with Frank DeVol & His Orchestra)",6yhLR2sVn1IfsScVrR4ocr,jazz,Doris Day,65.0,0.416,0.341,9,-10.749,1,0.0391,0.864,0.0,0.724,0.776,177.229,4
Sinnerman,5xRP5iyVdGglqlY4Vcjhkx,jazz,Nina Simone,65.0,0.436,0.543,11,-13.351,0,0.0962,0.654,9.35e-06,0.0937,0.663,148.282,4
I'll Only Miss Her,3fiPnFQRoGCHnHijZs21br,jazz,David Hazeltine,60.0,0.41,0.106,1,-23.86,1,0.034,0.959,0.862,0.115,0.148,136.604,5
Chances Are (with Ray Conniff & His Orchestra),6sAcECONsANle5n0rnP2at,jazz,Johnny Mathis,58.0,0.212,0.316,10,-9.429,1,0.0314,0.885,0.0,0.103,0.271,83.597,4
Vibe Check,3tCJOzicyEdN3CzbLvKVxZ,jazz,GRiZ,55.0,0.736,0.945,0,-0.751,1,0.145,0.0176,0.00486,0.315,0.391,149.901,2
Easy Does It,0RIQBKhveHc4LA4BhtkstS,jazz,Oscar Peterson Trio,57.0,0.759,0.0855,0,-24.807,1,0.0484,0.952,0.795,0.0904,0.497,110.102,5
Dance Me To The End Of Love,13zjNPZUyWvzZC2dlYjW0L,jazz,Madeleine Peyroux,54.0,0.599,0.398,5,-9.916,0,0.0367,0.826,0.000943,0.11,0.474,138.314,4
Winter Wonderland - Single Version,0Mdu7wOTmDiqHTH8z7cDnL,jazz,Louis Armstrong,56.0,0.448,0.16,1,-14.897,1,0.0607,0.767,0.0,0.188,0.393,77.692,4
Luv(sic.) pt3 (feat. Shing02),4xlpJ99yL9xYQtzG6c3hwk,jazz,Nujabes,62.0,0.866,0.691,5,-4.371,0,0.0478,0.727,0.503,0.0737,0.87,94.997,3
When a Child Is Born,0jXjTHqZVXhQSGUAvUbCvU,jazz,Johnny Mathis,66.0,0.31,0.302,3,-14.485,1,0.0356,0.908,0.486,0.159,0.315,123.534,5
When My Heart Finds Christmas,0KWdeiXhPKY3VEY56jA238,jazz,"Harry Connick, Jr.",54.0,0.366,0.188,3,-14.714,1,0.0326,0.851,0.00447,0.0981,0.104,74.981,4
La vie en rose (feat. Cécile McLorin Salvant),1QELw50Dl95LusF6uOkDqk,jazz,Michael Bublé,65.0,0.459,0.267,0,-8.948,1,0.0294,0.807,0.0,0.119,0.342,63.378,4
Shadows,4PDYYvVrcHWDvesiKo74Lh,jazz,Bonobo,64.0,0.658,0.576,10,-10.976,0,0.036,0.0913,0.393,0.107,0.593,114.029,3
